state,county,candidate,party,candidate votes,total votes
california,san mateo,Donald Trump,republican,57929,314384
california,san mateo,Other,NA,18573,314384
california,santa barbara,Hillary Clinton,democrat,107142,176786
california,santa barbara,Donald Trump,republican,56365,176786
california,santa barbara,Other,NA,13279,176786
california,santa clara,Hillary Clinton,democrat,511684,703709
california,santa clara,Donald Trump,republican,144826,703709
california,santa clara,Other,NA,47199,703709
california,santa cruz,Hillary Clinton,democrat,95249,128821
california,santa cruz,Donald Trump,republican,22438,128821
california,santa cruz,Other,NA,11134,128821
california,shasta,Hillary Clinton,democrat,22301,80053
california,shasta,Donald Trump,republican,51778,80053
california,shasta,Other,NA,5974,80053
california,sierra,Hillary Clinton,democrat,601,1830
california,sierra,Donald Trump,republican,1048,1830
california,sierra,Other,NA,181,1830
california,siskiyou,Hillary Clinton,democrat,7234,20492
california,siskiyou,Donald Trump,republican,11341,20492
california,siskiyou,Other,NA,1917,20492
california,solano,Hillary Clinton,democrat,102360,166113
california,solano,Donald Trump,republican,51920,166113
california,solano,Other,NA,11833,166113
california,sonoma,Hillary Clinton,democrat,160435,231253
california,sonoma,Donald Trump,republican,51408,231253
california,sonoma,Other,NA,19410,231253
california,stanislaus,Hillary Clinton,democrat,81647,172146
california,stanislaus,Donald Trump,republican,78494,172146
california,stanislaus,Other,NA,12005,172146
california,sutter,Hillary Clinton,democrat,13076,33523
california,sutter,Donald Trump,republican,18176,33523
california,sutter,Other,NA,2271,33523
california,tehama,Hillary Clinton,democrat,6809,23908
california,tehama,Donald Trump,republican,15494,23908
california,tehama,Other,NA,1605,23908
california,trinity,Hillary Clinton,democrat,2214,5686
california,trinity,Donald Trump,republican,2812,5686
california,trinity,Other,NA,660,5686
california,tulare,Hillary Clinton,democrat,47585,112334
california,tulare,Donald Trump,republican,58299,112334
california,tulare,Other,NA,6450,112334
california,tuolumne,Hillary Clinton,democrat,9123,25529
california,tuolumne,Donald Trump,republican,14551,25529
california,tuolumne,Other,NA,1855,25529
california,ventura,Hillary Clinton,democrat,194402,351726
california,ventura,Donald Trump,republican,132323,351726
california,ventura,Other,NA,25001,351726
california,yolo,Hillary Clinton,democrat,54752,82090
california,yolo,Donald Trump,republican,20739,82090
california,yolo,Other,NA,6599,82090
california,yuba,Hillary Clinton,democrat,7910,22998
california,yuba,Donald Trump,republican,13170,22998
california,yuba,Other,NA,1918,22998
colorado,adams,Hillary Clinton,democrat,96558,193665
colorado,adams,Donald Trump,republican,80082,193665
colorado,adams,Other,NA,17025,193665
colorado,alamosa,Hillary Clinton,democrat,3189,6939
colorado,alamosa,Donald Trump,republican,3046,6939
colorado,alamosa,Other,NA,704,6939
colorado,arapahoe,Hillary Clinton,democrat,159885,303046
colorado,arapahoe,Donald Trump,republican,117053,303046
colorado,arapahoe,Other,NA,26108,303046
colorado,archuleta,Hillary Clinton,democrat,2500,7339
colorado,archuleta,Donald Trump,republican,4264,7339
colorado,archuleta,Other,NA,575,7339
colorado,baca,Hillary Clinton,democrat,283,2153
colorado,baca,Donald Trump,republican,1753,2153
colorado,baca,Other,NA,117,2153
colorado,bent,Hillary Clinton,democrat,590,1927
colorado,bent,Donald Trump,republican,1188,1927
colorado,bent,Other,NA,149,1927
colorado,boulder,Hillary Clinton,democrat,132334,188142
colorado,boulder,Donald Trump,republican,41396,188142
colorado,boulder,Other,NA,14412,188142
colorado,broomfield,Hillary Clinton,democrat,19731,37689
colorado,broomfield,Donald Trump,republican,14367,37689
colorado,broomfield,Other,NA,3591,37689
colorado,chaffee,Hillary Clinton,democrat,4888,11250
colorado,chaffee,Donald Trump,republican,5391,11250
colorado,chaffee,Other,NA,971,11250
colorado,cheyenne,Hillary Clinton,democrat,132,1102
colorado,cheyenne,Donald Trump,republican,925,1102
colorado,cheyenne,Other,NA,45,1102
colorado,clear creek,Hillary Clinton,democrat,2729,5866
colorado,clear creek,Donald Trump,republican,2575,5866
colorado,clear creek,Other,NA,562,5866
colorado,conejos,Hillary Clinton,democrat,1771,4022
colorado,conejos,Donald Trump,republican,1914,4022
colorado,conejos,Other,NA,337,4022
colorado,costilla,Hillary Clinton,democrat,1125,1848
colorado,costilla,Donald Trump,republican,588,1848
colorado,costilla,Other,NA,135,1848
colorado,crowley,Hillary Clinton,democrat,339,1527
colorado,crowley,Donald Trump,republican,1079,1527
colorado,crowley,Other,NA,109,1527
colorado,custer,Hillary Clinton,democrat,797,3066
colorado,custer,Donald Trump,republican,2061,3066
colorado,custer,Other,NA,208,3066
colorado,delta,Hillary Clinton,democrat,4087,16790
colorado,delta,Donald Trump,republican,11655,16790
colorado,delta,Other,NA,1048,16790
colorado,denver,Hillary Clinton,democrat,244551,331852
colorado,denver,Donald Trump,republican,62690,331852
colorado,denver,Other,NA,24611,331852
colorado,dolores,Hillary Clinton,democrat,242,1255
colorado,dolores,Donald Trump,republican,944,1255
colorado,dolores,Other,NA,69,1255
colorado,douglas,Hillary Clinton,democrat,68657,187499
colorado,douglas,Donald Trump,republican,102573,187499
colorado,douglas,Other,NA,16269,187499
colorado,eagle,Hillary Clinton,democrat,14099,25223
colorado,eagle,Donald Trump,republican,8990,25223
colorado,eagle,Other,NA,2134,25223
colorado,elbert,Hillary Clinton,democrat,3134,15978
colorado,elbert,Donald Trump,republican,11705,15978
colorado,elbert,Other,NA,1139,15978
colorado,el paso,Hillary Clinton,democrat,108010,318967
colorado,el paso,Donald Trump,republican,179228,318967
colorado,el paso,Other,NA,31729,318967
colorado,fremont,Hillary Clinton,democrat,5297,21973
colorado,fremont,Donald Trump,republican,15122,21973
colorado,fremont,Other,NA,1554,21973
colorado,garfield,Hillary Clinton,democrat,11271,26470
colorado,garfield,Donald Trump,republican,13132,26470
colorado,garfield,Other,NA,2067,26470
colorado,gilpin,Hillary Clinton,democrat,1634,3576
colorado,gilpin,Donald Trump,republican,1566,3576
colorado,gilpin,Other,NA,376,3576
colorado,grand,Hillary Clinton,democrat,3358,8588
colorado,grand,Donald Trump,republican,4494,8588
colorado,grand,Other,NA,736,8588
colorado,gunnison,Hillary Clinton,democrat,5128,9412
colorado,gunnison,Donald Trump,republican,3289,9412
colorado,gunnison,Other,NA,995,9412
colorado,hinsdale,Hillary Clinton,democrat,197,589
colorado,hinsdale,Donald Trump,republican,339,589
colorado,hinsdale,Other,NA,53,589
colorado,huerfano,Hillary Clinton,democrat,1633,3783
colorado,huerfano,Donald Trump,republican,1883,3783
colorado,huerfano,Other,NA,267,3783
colorado,jackson,Hillary Clinton,democrat,171,861
colorado,jackson,Donald Trump,republican,629,861
colorado,jackson,Other,NA,61,861
colorado,jefferson,Hillary Clinton,democrat,160776,328882
colorado,jefferson,Donald Trump,republican,138177,328882
colorado,jefferson,Other,NA,29929,328882
colorado,kiowa,Hillary Clinton,democrat,91,855
colorado,kiowa,Donald Trump,republican,728,855
colorado,kiowa,Other,NA,36,855
colorado,kit carson,Hillary Clinton,democrat,536,3702
colorado,kit carson,Donald Trump,republican,2967,3702
colorado,kit carson,Other,NA,199,3702
colorado,lake,Hillary Clinton,democrat,1616,3199
colorado,lake,Donald Trump,republican,1270,3199
colorado,lake,Other,NA,313,3199
colorado,la plata,Hillary Clinton,democrat,15525,31150
colorado,la plata,Donald Trump,republican,12587,31150
colorado,la plata,Other,NA,3038,31150
colorado,larimer,Hillary Clinton,democrat,93113,195980
colorado,larimer,Donald Trump,republican,83430,195980
colorado,larimer,Other,NA,19437,195980
colorado,las animas,Hillary Clinton,democrat,2650,6793
colorado,las animas,Donald Trump,republican,3710,6793
colorado,las animas,Other,NA,433,6793
colorado,lincoln,Hillary Clinton,democrat,409,2436
colorado,lincoln,Donald Trump,republican,1892,2436
colorado,lincoln,Other,NA,135,2436
colorado,logan,Hillary Clinton,democrat,1851,9722
colorado,logan,Donald Trump,republican,7282,9722
colorado,logan,Other,NA,589,9722
colorado,mesa,Hillary Clinton,democrat,21729,77653
colorado,mesa,Donald Trump,republican,49779,77653
colorado,mesa,Other,NA,6145,77653
colorado,mineral,Hillary Clinton,democrat,237,652
colorado,mineral,Donald Trump,republican,344,652
colorado,mineral,Other,NA,71,652
colorado,moffat,Hillary Clinton,democrat,874,6525
colorado,moffat,Donald Trump,republican,5305,6525
colorado,moffat,Other,NA,346,6525
colorado,montezuma,Hillary Clinton,democrat,3973,12858
colorado,montezuma,Donald Trump,republican,7853,12858
colorado,montezuma,Other,NA,1032,12858
colorado,montrose,Hillary Clinton,democrat,5466,21186
colorado,montrose,Donald Trump,republican,14382,21186
colorado,montrose,Other,NA,1338,21186
colorado,morgan,Hillary Clinton,democrat,3151,11960
colorado,morgan,Donald Trump,republican,8145,11960
colorado,morgan,Other,NA,664,11960
colorado,otero,Hillary Clinton,democrat,2943,8452
colorado,otero,Donald Trump,republican,4928,8452
colorado,otero,Other,NA,581,8452
colorado,ouray,Hillary Clinton,democrat,1697,3310
colorado,ouray,Donald Trump,republican,1351,3310
colorado,ouray,Other,NA,262,3310
colorado,park,Hillary Clinton,democrat,3421,10417
colorado,park,Donald Trump,republican,6135,10417
colorado,park,Other,NA,861,10417
colorado,phillips,Hillary Clinton,democrat,436,2332
colorado,phillips,Donald Trump,republican,1791,2332
colorado,phillips,Other,NA,105,2332
colorado,pitkin,Hillary Clinton,democrat,7333,10523
colorado,pitkin,Donald Trump,republican,2550,10523
colorado,pitkin,Other,NA,640,10523
colorado,prowers,Hillary Clinton,democrat,1186,5016
colorado,prowers,Donald Trump,republican,3531,5016
colorado,prowers,Other,NA,299,5016
colorado,pueblo,Hillary Clinton,democrat,35875,78646
colorado,pueblo,Donald Trump,republican,36265,78646
colorado,pueblo,Other,NA,6506,78646
colorado,rio blanco,Hillary Clinton,democrat,436,3450
colorado,rio blanco,Donald Trump,republican,2791,3450
colorado,rio blanco,Other,NA,223,3450
colorado,rio grande,Hillary Clinton,democrat,2001,5534
colorado,rio grande,Donald Trump,republican,3085,5534
colorado,rio grande,Other,NA,448,5534
colorado,routt,Hillary Clinton,democrat,7600,13986
colorado,routt,Donald Trump,republican,5230,13986
colorado,routt,Other,NA,1156,13986
colorado,saguache,Hillary Clinton,democrat,1417,2835
colorado,saguache,Donald Trump,republican,1147,2835
colorado,saguache,Other,NA,271,2835
colorado,san juan,Hillary Clinton,democrat,265,506
colorado,san juan,Donald Trump,republican,215,506
colorado,san juan,Other,NA,26,506
colorado,san miguel,Hillary Clinton,democrat,2975,4329
colorado,san miguel,Donald Trump,republican,1033,4329
colorado,san miguel,Other,NA,321,4329
colorado,sedgwick,Hillary Clinton,democrat,267,1364
colorado,sedgwick,Donald Trump,republican,1015,1364
colorado,sedgwick,Other,NA,82,1364
colorado,summit,Hillary Clinton,democrat,9557,16174
colorado,summit,Donald Trump,republican,5100,16174
colorado,summit,Other,NA,1517,16174
colorado,teller,Hillary Clinton,democrat,3603,14444
colorado,teller,Donald Trump,republican,9745,14444
colorado,teller,Other,NA,1096,14444
colorado,washington,Hillary Clinton,democrat,296,2733
colorado,washington,Donald Trump,republican,2299,2733
colorado,washington,Other,NA,138,2733
colorado,weld,Hillary Clinton,democrat,46519,135428
colorado,weld,Donald Trump,republican,76651,135428
colorado,weld,Other,NA,12258,135428
colorado,yuma,Hillary Clinton,democrat,726,4791
colorado,yuma,Donald Trump,republican,3850,4791
colorado,yuma,Other,NA,215,4791
connecticut,fairfield,Hillary Clinton,democrat,243852,421209
connecticut,fairfield,Donald Trump,republican,160077,421209
connecticut,fairfield,Other,NA,17280,421209
connecticut,hartford,Hillary Clinton,democrat,240403,406864
connecticut,hartford,Donald Trump,republican,148173,406864
connecticut,hartford,Other,NA,18288,406864
connecticut,litchfield,Hillary Clinton,democrat,39775,97442
connecticut,litchfield,Donald Trump,republican,53051,97442
connecticut,litchfield,Other,NA,4616,97442
connecticut,middlesex,Hillary Clinton,democrat,45357,88624
connecticut,middlesex,Donald Trump,republican,38867,88624
connecticut,middlesex,Other,NA,4400,88624
connecticut,new haven,Hillary Clinton,democrat,205609,379006
connecticut,new haven,Donald Trump,republican,159048,379006
connecticut,new haven,Other,NA,14349,379006
connecticut,new london,Hillary Clinton,democrat,62278,123528
connecticut,new london,Donald Trump,republican,54058,123528
connecticut,new london,Other,NA,7192,123528
connecticut,tolland,Hillary Clinton,democrat,38506,77424
connecticut,tolland,Donald Trump,republican,34194,77424
connecticut,tolland,Other,NA,4724,77424
connecticut,windham,Hillary Clinton,democrat,21792,50823
connecticut,windham,Donald Trump,republican,25747,50823
connecticut,windham,Other,NA,3284,50823
delaware,kent,Hillary Clinton,democrat,33351,74598
delaware,kent,Donald Trump,republican,36991,74598
delaware,kent,Other,NA,4256,74598
delaware,new castle,Hillary Clinton,democrat,162919,262391
delaware,new castle,Donald Trump,republican,85525,262391
delaware,new castle,Other,NA,13947,262391
delaware,sussex,Hillary Clinton,democrat,39333,106008
delaware,sussex,Donald Trump,republican,62611,106008
delaware,sussex,Other,NA,4064,106008
district of columbia,district of columbia,Hillary Clinton,democrat,282830,311268
district of columbia,district of columbia,Donald Trump,republican,12723,311268
district of columbia,district of columbia,Other,NA,15715,311268
florida,alachua,Hillary Clinton,democrat,75820,128571
florida,alachua,Donald Trump,republican,46834,128571
florida,alachua,Other,NA,5917,128571
florida,baker,Hillary Clinton,democrat,2112,12634
florida,baker,Donald Trump,republican,10294,12634
florida,baker,Other,NA,228,12634
florida,bay,Hillary Clinton,democrat,21797,87453
florida,bay,Donald Trump,republican,62194,87453
florida,bay,Other,NA,3462,87453
florida,bradford,Hillary Clinton,democrat,2924,12098
florida,bradford,Donald Trump,republican,8913,12098
florida,bradford,Other,NA,261,12098
florida,brevard,Hillary Clinton,democrat,119679,314752
florida,brevard,Donald Trump,republican,181848,314752
florida,brevard,Other,NA,13225,314752
florida,broward,Hillary Clinton,democrat,553320,831951
florida,broward,Donald Trump,republican,260951,831951
florida,broward,Other,NA,17680,831951
florida,calhoun,Hillary Clinton,democrat,1241,6081
florida,calhoun,Donald Trump,republican,4655,6081
florida,calhoun,Other,NA,185,6081
florida,charlotte,Hillary Clinton,democrat,33445,96374
florida,charlotte,Donald Trump,republican,60218,96374
florida,charlotte,Other,NA,2711,96374
florida,citrus,Hillary Clinton,democrat,22789,79700
florida,citrus,Donald Trump,republican,54456,79700
florida,citrus,Other,NA,2455,79700
florida,clay,Hillary Clinton,democrat,27822,106483
florida,clay,Donald Trump,republican,74963,106483
florida,clay,Other,NA,3698,106483
florida,collier,Hillary Clinton,democrat,61085,170789
florida,collier,Donald Trump,republican,105423,170789
florida,collier,Other,NA,4281,170789
florida,columbia,Hillary Clinton,democrat,7601,28707
florida,columbia,Donald Trump,republican,20368,28707
florida,columbia,Other,NA,738,28707
florida,desoto,Hillary Clinton,democrat,3781,10818
florida,desoto,Donald Trump,republican,6778,10818
florida,desoto,Other,NA,259,10818
florida,dixie,Hillary Clinton,democrat,1270,7202
florida,dixie,Donald Trump,republican,5822,7202
florida,dixie,Other,NA,110,7202
florida,duval,Hillary Clinton,democrat,205704,432695
florida,duval,Donald Trump,republican,211672,432695
florida,duval,Other,NA,15319,432695
florida,escambia,Hillary Clinton,democrat,57461,152469
florida,escambia,Donald Trump,republican,88808,152469
florida,escambia,Other,NA,6200,152469
florida,flagler,Hillary Clinton,democrat,22026,57503
florida,flagler,Donald Trump,republican,33850,57503
florida,flagler,Other,NA,1627,57503
florida,franklin,Hillary Clinton,democrat,1744,6015
florida,franklin,Donald Trump,republican,4125,6015
florida,franklin,Other,NA,146,6015
florida,gadsden,Hillary Clinton,democrat,15020,22113
florida,gadsden,Donald Trump,republican,6728,22113
